ID,Target
1215,1
1216,0
1219,1
1223,1
1226,0
1228,1
1229,1
1230,1
1233,0
1235,0
1236,0
1239,1
1243,0
1245,0
1250,1
1253,0
1255,1
1257,0
1260,0
1262,1
1264,1
1265,0
1267,1
1269,1
1273,0
1276,0
1282,1
1283,0
1284,0
1285,0
1287,0
1289,1
1290,1
1291,1
1292,0
1293,0
1295,1
1297,1
1300,0
1301,0
1305,0
1307,0
1309,0
1311,1
1315,1
1322,0
1323,0
1325,0
1327,1
1333,0
1334,0
1335,0
1341,1
1344,1
1346,1
1348,0
1351,0
1353,0
1354,0
1355,1
1357,0
1359,1
1361,1
1363,0
1364,1
1368,0
1370,1
1371,1
1373,0
1376,1
1378,0
1379,1
1382,0
1384,0
1388,1
1389,1
1390,1
1392,0
1394,0
1398,0
1399,0
1400,1
1403,1
1404,1
1410,1
1412,1
1413,1
1419,1
1422,0
1423,0
1426,1
1427,0
1428,0
1429,1
1430,1
1431,0
1433,0
1435,0
1438,1
1444,1
1445,1
1448,1
1450,1
1453,0
1454,0
1458,0
1460,1
1466,0
1468,1
1469,0
1473,1
1474,0
1475,0
1480,1
1482,1
1484,0
1487,1
1489,0
1490,0
1491,1
1492,1
1494,1
1495,0
1500,0
1501,0
1505,1
1507,1
1512,0
1514,1
1515,0
1516,1
1518,1
1519,0
1526,0
1527,1
1529,0
1533,0
1535,1
1537,1
1540,0
1541,0
1547,0
1548,0
1556,1
1557,1
1559,1
1563,0
1565,0
1566,1
1568,1
1571,0
1572,0
1574,0
1577,1
1579,0
1584,0
1586,0
1595,1
1601,1
1604,0
1608,0
1609,0
1614,1
1616,0
1618,0
1623,1
1625,1
1627,0
1630,1
1632,1
1634,0
1636,0
1638,0
1641,1
1646,0
1651,1
1655,1
1658,1
1660,0
1662,1
1663,0
1665,0
1667,1
1668,0
1669,0
1676,1
1678,0
1679,0
1680,1
1681,1
1685,1
1689,0
1693,1
1694,0
1695,0
1697,0
1700,1
1703,0
1706,1
1707,1
1709,1
1711,1
1712,0
1714,1
1715,0
1717,1
1718,0
1719,0
1720,1
1721,1
1729,1
1730,0
1732,1
1734,0
1735,0
1739,0
1741,0
1742,0
1745,1
1746,1
1748,0
1749,1
1756,1
1759,1
1761,0
1762,1
1764,1
1770,1
1772,0
1779,1
1780,0
1781,0
1783,1
1784,0
1785,0
1788,0
1791,0
1794,0
1796,1
1797,0
1799,1
1803,0
1804,0
1805,1
1808,1
1809,1
1811,0
1812,0
1815,1
1816,0
1819,0
1820,1
1821,0
1822,1
1825,1
1826,0
1828,0
1829,1
1830,1
1831,1
1832,1
1836,0
1837,0
1840,0
1842,0
1845,1
1847,1
1848,0
1849,1
1855,0
1858,0
1863,0
1867,0
1868,0
1869,1
1872,0
1876,0
1883,1
1896,0
1897,1
1901,1
1903,1
1905,1
1907,0
1908,1
1909,0
1915,0
1916,1
1917,1
1920,0
1921,1
1924,0
1925,1
1926,1
1927,0
1928,1
1933,1
1934,1
1938,1
1939,0
1940,0
1941,1
1946,1
1950,0
1951,1
1952,1
1955,0
1956,0
1957,0
1961,1
1965,0
1970,0
1971,1
1975,0
1977,1
1979,1
1980,1
1981,1
1987,0
1988,1
1993,0
1994,0
1997,0
1998,0
1999,1
2000,0
2005,0
2007,1
2009,1
2010,1
2013,0
2016,1
2017,1
2018,0
2025,1
2027,0
2030,0
2031,1
2035,0
2039,1
2042,0
2043,0
2046,1
2048,1
2050,0
2052,0
2055,0
2056,0
2060,0
2061,0
2070,0
2072,1
2076,0
2077,0
2078,1
2079,0
2081,0
2082,0
2083,1
2085,1
2088,1
2091,1
2094,0
2096,0
2102,1
2109,0
2110,1
2115,1
2116,0
2117,0
2119,0
2120,0
2121,0
2122,1
2126,0
2127,0
2128,0
2130,1
2132,0
2133,0
2138,0
2143,1
2144,0
2147,0
2148,0
2151,1
2153,0
2154,1
2155,0
2160,1
2168,1
2170,1
2171,1
2172,1
2173,1
2174,0
2175,0
2179,0
2182,1
2184,1
2185,1
2190,1
2198,1
2200,1
2202,0
2205,0
2210,0
2211,0
2219,1
2222,1
2224,0
2225,0
2226,1
2232,0
2234,1
2236,1
2238,0
2239,1
2241,1
2246,1
2253,0
2256,0
2258,0
2261,1
2263,0
2266,0
2267,1
2269,1
2270,0
2273,1
2275,1
2276,1
2279,1
2282,0
2287,1
2288,0
2289,0
2292,1
2294,1
2296,0
2298,1
2299,1
2302,0
2303,1
2307,1
2308,0
2311,1
2312,0
2313,0
2316,1
2317,1
2319,0
2326,0
2328,0
2331,1
2334,0
2335,1
2336,0
2338,0
2342,1
2344,1
2345,0
2346,1
2352,1
2353,0
2356,1
2360,1
2364,0
2369,1
2370,0
2373,1
2374,0
2379,1
2380,0
2383,0
2385,0
2387,0
2391,1
2392,1
2394,0
2395,0
2397,1
2399,0
2401,0
2403,0
2404,0
2405,1
2406,1
2407,0
2408,1
2410,1
2411,0
2413,0
2414,0
2420,1
2421,0
2424,1
2425,1
2426,1
2428,0
2430,1
2433,1
2434,0
2436,0
2438,1
2439,0
2440,1
2451,0
2453,0
2455,1
2458,0
2459,1
2460,0
2461,1
2463,0
2464,0
2473,1
2475,1
2478,1
2485,1
2492,1
2493,0
2495,0
2496,0
2499,0
2501,0
2504,0
2505,0
2507,0
2516,1
2518,1
2521,0
2524,0
2525,1
2526,1
2528,0
2529,1
2530,1
2531,1
2533,0
2535,1
2537,0
2538,0
2542,1
2544,1
2553,1
2554,0
2558,0
2559,0
2561,0
2564,1
2568,0
2569,0
2570,0
2571,0
2573,1
2575,1
2576,0
2577,1
2578,0
2579,1
2584,1
2585,0
2586,1
2589,0
2594,0
2600,1
2601,0
2606,0
2607,1
2608,0
2611,0
2612,0
2616,1
2619,1
2620,0
2621,0
2622,1
2626,1
2627,1
2629,1
2630,0
2632,0
2640,1
2641,0
2643,0
2646,0
2652,0
2653,1
2656,0
2657,0
2658,0
2660,1
2669,0
2671,1
2672,1
2673,0
2675,0
2676,0
2682,1
2683,1
2684,0
2687,0
2689,1
2691,1
2692,0
2693,0
2694,0
2697,0
2698,1
2699,0
2700,0
2701,0
2703,1
2704,1
2705,0
2707,0
2709,1
2712,1
2713,0
2717,1
2718,1
2720,0
2722,0
2724,0
2727,0
2730,1
2733,1
2734,0
2735,0
2736,0
2737,1
2738,0
2739,1
2744,0
2746,0
2747,0
2748,1
2750,1
2751,1
2754,0
2755,0
2759,0
2763,1
2765,0
2766,0
2769,1
2770,0
2773,0
2775,0
2790,0
2795,1
2796,1
2797,0
2799,1
2800,0
2803,1
2804,0
2808,0
2810,1
2812,0
2813,1
2816,1
2817,1
2818,1
2819,1
2821,0
2823,1
2824,0
2825,0
2826,1
2827,1
2834,1
2840,0
2842,0
2845,0
2846,0
2847,1
2848,1
2852,1
2854,1
2867,0
2871,0
2873,0
2877,1
2881,1
2882,0
2884,1
2890,1
2891,1
2893,1
2896,0
2902,1
2904,1
2906,1
2907,1
2908,1
2913,1
2915,1
2916,0
2917,1
2923,1
2928,0
2929,0
2930,1
2935,0
2938,1
2939,0
2941,0
2945,1
2946,1
2948,0
2951,1
2954,1
2957,0
2958,0
2963,0
2968,1
2970,1
2973,1
2976,1
2978,0
2979,1
2984,0
2988,1
2993,0
2994,1
2997,0
2998,0
3000,0
3002,1
3007,0
3008,1
3009,1
3016,0
3017,0
3020,1
3022,1
3026,0
3027,0
3028,1
3031,1
3041,1
3042,0
3043,0
3044,0
3045,0
3047,0
3048,1
3056,1
3057,1
3060,0
3062,1
3067,0
3070,0
3075,0
3081,0
3087,0
3094,1
3098,1
3100,1
3101,0
3102,1
3104,0
3106,0
3110,1
3111,1
3113,1
3120,0
3122,1
3128,0
3129,0
3130,0
3132,1
3134,0
3135,1
3138,0
3140,0
3141,0
3142,1
3148,1
3150,0
3151,0
3152,1
3154,0
3155,1
3159,1
3161,1
3164,1
3165,1
3167,0
3168,0
3172,1
3175,0
3177,1
3181,0
3188,0
3190,1
3191,0
3192,1
3196,0
3197,0
3198,0
3199,0
3206,1
3208,0
3214,1
3219,0
3224,1
3236,0
3238,0
3240,1
3241,1
3242,0
3246,0
3247,1
3248,1
3250,0
3253,1
3254,1
3258,0
3259,0
3264,1
3270,1
3273,0
3274,1
3284,1
3288,1
3291,1
3296,1
3297,0
3298,0
3299,1
3300,1
3302,0
3304,0
3305,1
3309,0
3313,1
3316,0
3317,0
3320,1
3323,1
3326,1
3328,0
3329,1
3335,0
3338,0
3341,1
3346,0
3349,0
3350,1
3351,1
3353,0
3354,0
3355,0
3357,0
3359,0
3360,1
3363,0
3365,1
3368,0
3372,0
3378,1
3379,1
3381,1
3383,0
3386,0
3387,0
3389,1
3390,1
3391,1
3392,1
3393,0
3394,1
3397,1
3399,0
3402,1
3405,0
3406,1
3407,0
3408,0
3413,0
3420,0
3424,0
3428,1
3429,1
3432,0
3433,0
3434,0
3436,1
3443,0
3445,1
3446,0
3449,0
3451,1
3457,1
3459,1
3467,1
3470,1
3475,1
3476,1
3483,0
3490,0
3492,1
3494,0
3499,0
3501,0
3506,1
3511,1
3516,0
3520,1
3526,0
3527,0
3533,1
3539,1
3540,0
3541,0
3546,1
3547,1
3550,1
3557,0
3562,1
3570,0
3572,0
3575,1
3576,1
3578,1
3580,0
3584,1
3588,1
3591,1
3593,1
3594,0
3596,0
3599,1
3600,0
3602,0
3603,1
3606,1
3609,1
3611,0
3612,1
3613,0
3614,1
3616,1
3617,1
3624,1
3630,0
3635,0
3637,1
3639,0
3642,0
3646,1
3647,0
3650,1
3651,0
3656,0
3657,1
3659,0
3664,1
3669,0
3671,0
3673,0
3674,0
3680,0
3681,1
3688,1
3691,0
3693,1
3697,0
3698,0
3701,0
3704,0
3705,1
3706,0
3708,0
3710,0
3714,1
3717,1
3728,1
3729,0
3730,0
3731,0
3732,1
3734,0
3737,1
3739,0
3749,1
3751,0
3753,0
3755,1
3756,0
3757,0
3759,1
3760,1
3763,1
3768,1
3769,0
3771,0
3773,1
3774,0
3781,1
3782,1
3784,1
3786,0
3787,0
3797,1
3798,1
3799,0
3800,1
3806,1
3810,0
3814,0
3815,1
3816,1
3820,1
3824,0
3825,1
3827,0
3828,1
3829,0
3831,1
3835,1
3836,0
3837,0
3839,0
3841,0
3843,1
3844,0
3849,1
3855,1
3858,0
3859,1
3861,1
3864,0
3866,0
3867,0
3869,0
3875,1
3880,1
3886,0
3889,0
3895,0
3898,1
3900,0
3901,0
3902,1
3907,1
3908,1
3909,0
3911,0
3919,0
3923,1
3924,1
3927,1
3929,1
3932,1
3933,1
3934,1
3940,1
3944,0
3945,0
3946,1
3947,0
3949,1
3952,1
3953,0
3960,1
3961,0
3963,1
3964,0
3965,1
3966,1
3967,1
3968,0
3969,1
3971,0
3972,1
3973,0
3975,1
3976,1
3977,0
3979,1
3985,1
3986,1
3988,1
3990,1
3991,0
3994,1
3997,0
3998,1
3999,1
4001,0
4010,0
4012,1
4014,0
4016,1
4017,1
4020,1
4023,1
4024,1
4026,0
4029,1
4030,1
4034,0
4035,0
4036,0
4041,1
4046,0
4047,0
4057,1
4058,0
4059,1
4062,1
4066,1
4068,0
4070,0
4072,1
4073,1
4077,0
4085,0
4086,1
4090,1
4091,1
4093,0
4094,0
4095,0
4096,0
4097,1
4103,0
4105,1
4107,0
4112,1
4113,0
4115,0
4116,1
4119,0
4120,0
4121,1
4125,1
4127,0
4129,1
4131,1
4135,1
4136,0
4138,1
4139,1
4142,0
4144,1
4147,1
4155,1
4156,0
4159,0
4160,1
4161,1
4162,1
4164,1
4168,0
4172,0
4182,0
4183,0
4185,1
4186,1
4188,0
4189,1
4192,0
4193,1
4199,0
4202,1
4203,1
4206,1
4207,0
4208,1
4209,1
4211,1
4212,1
4214,1
4219,0
4220,1
4222,0
4224,0
4228,0
4229,1
4230,1
4231,0
4235,0
4239,1
4240,1
4241,0
4257,1
4258,0
4259,1
4262,0
4266,0
4270,1
4271,1
4275,1
4276,1
4279,1
4280,1
4282,0
4283,1
4284,0
4286,1
4290,0
4293,1
4295,0
4296,0
4297,0
4298,0
4301,1
4302,1
4305,0
4309,0
4312,0
4314,1
4319,1
4320,0
4321,1
4322,0
4331,0
4332,1
4334,0
4335,0
4336,0
4337,0
4339,1
4340,0
4341,1
4342,0
4343,1
4344,1
4345,0
4348,1
4350,0
4351,1
4355,0
4356,0
4359,0
4361,1
4372,1
4373,0
4379,0
4380,1
4383,1
4387,0
4389,1
4390,0
4391,0
4393,0
4394,1
4395,0
4399,0
4401,0
4403,0
4407,1
4410,0
4414,0
4418,0
4419,1
4423,1
4424,1
4425,1
4426,0
4429,0
4430,0
4433,0
4434,0
4435,0
4436,0
4437,0
4438,1
4439,0
4440,1
4451,0
4453,0
4454,0
4457,1
4458,1
4459,0
4460,1
4463,1
4466,1
4467,1
4470,0
4473,0
4479,1
4481,1
4483,1
4486,0
4487,0
4488,1
4489,0
4490,1
4493,1
4495,0
4497,0
4498,0
4499,1
4500,1
4509,0
4514,1
4516,0
4518,1
4521,1
4522,0
4526,1
4529,0
4530,0
4532,1
4533,1
4534,0
4537,0
4541,1
4544,1
4545,0
4549,1
4552,1
4553,0
4554,0
4556,0
4566,1
4571,1
4577,0
4578,1
4582,0
4583,0
4586,0
4589,0
4590,1
4592,1
4593,0
4594,1
4597,0
4601,1
4602,0
4607,0
4611,1
4612,0
4615,1
4616,1
4618,0
4619,0
4622,0
4623,1
4631,1
4633,0
4634,1
4638,1
4642,0
4643,1
4644,0
4649,1
4650,1
4652,0
4655,0
4656,0
4659,1
4660,0
4661,0
4662,0
4665,0
4669,0
4671,1
4672,1
4673,1
4679,0
4680,1
4681,0
4683,0
4685,0
4689,1
4695,0
4697,1
4698,1
4699,1
4700,0
4714,1
4718,0
4719,0
4720,1
4722,0
4723,0
4725,1
4728,0
4731,1
4732,0
4733,1
4738,0
4739,0
4740,0
4743,0
4748,1
4762,0
4769,0
4772,0
4773,1
4777,0
4779,1
4787,0
4788,1
4789,0
4791,0
4792,1
4794,0
4800,0
4802,0
4803,1
4805,0
4806,1
4809,0
4812,0
4813,1
4815,1
4816,0
4819,0
4820,1
4821,1
4824,0
4830,1
4834,1
4835,1
4839,0
4840,1
4843,1
4845,1
4846,1
4847,0
4849,1
4850,1
4852,1
4854,1
4855,1
4858,1
4860,1
4862,0
4864,1
4866,0
4870,1
4872,0
4873,1
4875,0
4879,0
4882,1
4885,1
4891,0
4894,1
4899,0
4901,1
4903,0
4904,0
4905,1
4906,0
4909,1
4910,0
4915,1
4918,0
4919,1
4920,1
4922,1
4924,1
4926,0
4928,0
4929,1
4930,0
4932,0
4933,1
4936,0
4939,1
4941,0
4943,1
4944,1
4947,0
4949,1
4950,0
4951,1
4953,1
4955,0
4956,1
4962,0
4963,0
4966,0
4967,0
4968,0
4970,0
4971,0
4974,1
4976,0
4977,0
4978,0
4979,1
4980,1
4981,1
4983,0
4984,0
4986,0
4988,0
4989,1
4990,0
4992,0
4994,0
4996,0
4999,1
5000,1
5001,1
5005,0
5006,0
5008,1
5010,1
5013,0
5014,1
5017,1
5019,0
5020,0
5022,1
5025,1
5026,0
5028,1
5031,1
5034,0
5035,0
5036,0
5040,0
5042,1
5043,1
5046,0
5048,0
5049,0
5053,0
5054,0
5057,0
5059,1
5061,1
5064,1
5066,0
5069,1
5071,1
5076,0
5077,1
5078,0
5079,0
5081,0
5082,1
5083,1
5094,1
5100,0
5106,0
5107,0
5110,1
5115,1
5116,0
5117,0
5118,0
5122,0
5124,1
5130,1
5133,1
5135,0
5137,0
5138,1
5140,1
5141,0
5142,1
5143,1
5144,1
5146,0
5147,1
5150,0
5152,1
5155,1
5158,1
5159,0
5160,0
5161,1
5162,0
5163,1
5165,0
5166,0
5170,0
5173,1
5175,0
5176,1
5178,0
5180,0
5184,0
5185,0
5188,1
5190,1
5191,1
5192,1
5194,1
5195,0
5196,0
5197,0
5199,0
5201,0
5202,1
5203,0
5204,0
5205,0
5206,1
5207,0
5209,0
5212,1
5215,1
5216,1
5218,1
5220,0
5221,1
5222,1
5224,1
5226,1
5227,1
5229,1
5230,1
5234,1
5235,1
5236,0
5238,1
5239,0
5240,1
5243,1
5244,0
5248,1
5249,1
5251,1
5255,0
5257,0
5258,0
5260,0
5261,0
5262,0
5263,1
5264,0
5266,1
5267,1
5268,1
5269,1
5271,0
5275,0
5281,1
5282,1
5284,0
5285,0
5287,0
5288,1
5291,0
5292,0
5295,1
5296,1
5299,1
5302,0
5310,0
5311,0
5313,0
5314,0
5317,0
5320,0
5322,0
5323,1
5325,0
5329,1
5330,0
5332,0
5333,1
5335,0
5338,0
5339,0
5345,0
5348,0
5349,0
5354,0
5357,1
5359,1
5366,0
5369,0
5375,0
5376,1
5378,1
5380,1
5383,0
5384,0
5385,1
5390,0
5394,0
5395,0
5396,0
5401,0
5402,1
5405,1
5409,0
5411,0
5418,1
5420,0
5424,1
5428,0
5430,1
5436,1
5437,1
5438,1
5442,1
5443,0
5444,1
5446,0
5447,1
5451,0
5452,0
5457,1
5458,0
5462,0
5463,0
5465,0
5466,0
5469,1
5472,1
5473,0
5475,0
5476,0
5477,0
5478,1
5479,0
5485,0
5486,1
5488,1
5489,1
5493,0
5494,1
5495,1
5500,1
5504,1
5505,0
5507,1
5509,0
5510,0
5511,1
5513,0
5515,1
5518,0
5523,1
5525,1
5528,0
5529,0
5530,0
5531,0
5532,1
5533,0
5534,0
5535,1
5536,1
5538,0
5539,0
5540,1
5544,0
5546,1
5547,0
5558,0
5559,0
5560,0
5561,1
5565,0
5569,1
5570,1
5572,0
5573,0
5574,0
5576,0
5578,0
5581,0
5586,1
5590,1
5592,0
5595,0
5596,1
5600,1
5605,1
5606,0
5607,1
5610,0
5611,1
5613,1
5618,1
5620,0
5621,1
5627,0
5628,1
5631,0
5632,0
5635,0
5638,1
5639,1
5644,0
5646,1
5653,0
5654,0
5660,1
5664,1
5665,1
5667,1
5669,0
5670,1
5672,0
5677,0
5678,0
5683,0
5685,0
5688,0
5690,0
5692,1
5693,1
5695,0
5697,0
5699,0
5701,1
5707,0
5708,0
5712,0
5717,0
5720,1
5721,0
5723,1
5725,0
5726,1
5730,0
5732,1
5743,1
5744,0
5746,0
5757,1
5758,0
5759,1
5761,0
5764,0
5765,1
5766,1
5767,1
5772,1
5782,1
5790,0
5791,1
5792,1
5796,0
5797,1
5799,1
5801,0
5803,1
5804,1
5808,0
5809,0
5811,1
5814,0
5819,1
5820,0
5822,0
5831,1
5832,1
5835,0
5837,0
5839,1
5840,1
5843,0
5846,0
5848,1
5850,0
5851,1
5852,0
5854,1
5855,1
5856,1
5861,0
5862,1
5865,0
5868,1
5872,0
5873,0
5875,1
5876,1
5878,0
5879,0
5882,0
5883,1
5889,0
5891,1
5894,0
5900,0
5902,0
5905,1
5908,1
5911,0
5915,0
5919,1
5923,0
5924,1
5929,0
5936,0
5937,1
5939,1
5940,0
5943,0
5945,1
5948,0
5950,1
5951,1
5952,1
5954,0
5957,0
5959,1
5964,0
5971,0
5972,1
5974,1
5976,1
5977,1
5978,0
5981,1
5990,0
5991,1
6000,0
6001,0
6007,0
6010,0
6011,0
6015,1
6020,1
6026,1
6028,0
6030,0
6033,0
6034,0
6036,0
6038,1
6042,0
6046,1
6047,1
6050,1
6051,0
6052,1
6056,0
6058,1
6059,0
6060,1
6063,0
6065,0
6071,1
6072,1
6076,0
6077,1
6081,0
6084,1
6086,0
6087,0
6092,1
6096,0
6097,1
6098,1
6100,0
6106,1
6107,1
6114,1
6116,1
6120,1
6123,1
6124,1
6128,1
6133,1
6134,1
6138,0
6139,1
6140,1
6141,1
6145,1
6147,1
6150,0
6162,1
6164,1
6165,1
6166,0
6168,0
6169,1
6170,0
6176,0
6178,1
6181,0
6183,1
6184,1
6187,0
6196,0
6198,1
6200,1
6203,0
6205,1
6206,1
6207,0
6210,1
6211,0
6218,1
6221,1
6225,0
6230,1
6231,1
6232,1
6235,1
6240,0
6244,0
6245,1
6249,1
6250,1
6254,1
6256,0
6257,0
6264,0
6266,1
6267,0
6269,0
6272,1
6274,0
6277,0
6280,1
6282,0
6283,0
6284,0
6288,1
6289,0
6292,1
6302,1
6303,0
6308,0
6310,0
6311,0
6312,1
6313,1
6318,1
6323,1
6325,1
6328,1
6330,1
6331,0
6336,0
6337,1
6339,1
6343,1
6345,1
6346,0
6347,1
6348,0
6349,1
6350,1
6351,0
6352,1
6356,0
6359,1
6361,0
6369,0
6379,0
6383,1
6384,1
6387,1
6389,0
6391,0
6392,1
6393,0
6394,1
6398,1
6400,0
6404,0
6406,1
6409,0
6411,1
6413,0
6415,0
6419,0
6421,0
6424,1
6425,1
6426,0
6428,0
6430,1
6433,0
6436,1
6441,1
6442,0
6444,0
6445,0
6447,1
6448,0
6452,0
6455,1
6463,0
6464,1
6466,1
6467,1
6468,1
6469,1
6471,1
6472,1
6474,0
6475,1
6476,0
6478,1
6479,1
6482,1
6483,1
6485,1
6487,0
6490,0
6493,1
6497,0
6499,0
6500,0
6502,0
6503,1
6511,0
6512,1
6516,1
6517,1
6518,1
6520,0
6524,1
6525,0
6529,1
6531,1
6533,1
6540,0
6543,0
6545,1
6546,0
6547,1
6554,0
6555,1
6557,0
6559,0
6566,0
6573,0
6575,0
6580,1
6582,1
6588,1
6592,0
6595,1
6603,1
6610,0
6611,1
6612,0
6615,1
6622,1
6627,1
6631,1
6634,0
6639,1
6641,0
6646,0
6648,1
6651,1
6652,0
6656,1
6658,0
6659,0
6662,0
6664,0
6673,1
6676,1
6677,0
6678,1
6679,0
6682,1
6684,1
6685,0
6686,0
6687,1
6688,1
6693,1
6694,0
6696,1
6697,1
6700,0
6705,1
6706,0
6713,1
6714,1
6716,0
6719,0
6720,1
6722,1
6725,1
6727,0
6728,1
6731,0
6733,1
6738,0
6739,0
6744,0
6745,0
6751,0
6752,0
6757,0
6758,1
6759,1
6760,1
6761,0
6763,0
6766,0
6775,1
6777,1
6780,0
6782,1
6783,0
6784,0
6785,0
6789,1
6790,1
6791,1
6795,1
6797,1
6799,1
6800,1
6801,0
6803,0
6804,0
6808,0
6809,0
6810,1
6816,1
6817,1
6822,0
6823,1
6826,1
6831,0
6832,0
6837,1
6841,1
6854,1
6856,0
6857,0
6859,1
6863,1
6864,0
6866,0
6868,0
6869,1
6870,1
6874,0
6877,0
6878,1
6886,0
6887,0
6888,0
6893,0
6894,0
6898,1
6899,0
6905,1
6906,0
6907,1
6911,1
6912,0
6915,1
6916,0
6922,0
6927,1
6928,1
6932,0
6933,0
6935,0
6941,1
6944,0
6946,0
6947,1
6948,0
6950,1
6951,0
6952,0
6953,0
6956,1
6957,1
6959,0
6963,1
6966,1
6968,1
6969,0
6970,0
6973,0
6974,1
6979,0
6981,0
6982,1
6983,0
6984,1
6987,1
6988,0
6989,0
6991,1
6995,0
6997,1
6998,1
7000,1
7003,0
7005,1
7007,0
7008,0
7010,1
7012,0
7014,0
7021,0
7024,1
7025,1
7026,0
7030,1
7032,0
7035,1
7036,0
7038,0
7039,1
7040,1
7041,0
7044,1
7046,0
7047,1
7048,1
7051,0
7059,0
7063,0
7065,0
7066,0
7071,1
7075,1
7078,0
7080,1
7081,0
7083,0
7089,1
7092,1
7095,0
7097,1
7098,1
7099,0
7100,1
7102,0
7104,1
7107,0
7109,0
7115,0
7116,1
7117,1
7118,1
7123,0
7124,1
7127,1
7130,0
7131,1
7133,0
7134,0
7138,0
7140,0
7147,1
7151,1
7152,0
7156,0
7157,0
7160,1
7162,1
7165,0
7167,0
7168,0
7169,1
7170,1
7175,1
7176,1
7177,1
7179,1
7180,0
7183,0
7193,0
7194,1
7197,0
7199,0
7204,0
7207,1
7208,0
7212,1
7218,1
7219,0
7225,0
7229,1
7230,0
7231,1
7236,0
7238,0
7239,1
7241,0
7243,1
7245,1
7249,0
7251,0
7252,1
7254,0
7257,0
7258,0
7262,1
